Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2946","Animal fats","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2949","Eggs","2020","2020","1000 t","66","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","35","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","113.14","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","3746","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","174","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","774","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","236","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2911","Pulses","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2912","Treenuts","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2913","Oilcrops","2020","2020","1000 t","546","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","74","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2918","Vegetables","2020","2020","1000 t","1446","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","263","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","380","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2943","Meat","2020","2020","1000 t","230","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2945","Offals","2020","2020","1000 t","20","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2946","Animal fats","2020","2020","1000 t","44","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2949","Eggs","2020","2020","1000 t","37","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","612","E","Estimated value"
"FBS","Food Balances (2010-)","191","Croatia","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","86.05","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","526","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1268","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","13895","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","1308","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2911","Pulses","2020","2020","1000 t","65","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2913","Oilcrops","2020","2020","1000 t","40","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","32","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2918","Vegetables","2020","2020","1000 t","1730","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","1595","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2922","Stimulants","2020","2020","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","354","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2943","Meat","2020","2020","1000 t","223","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2945","Offals","2020","2020","1000 t","20","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2946","Animal fats","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2949","Eggs","2020","2020","1000 t","113","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","459","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","45.6","E","Estimated value"
"FBS","Food Balances (2010-)","192","Cuba","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","76","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","80","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2911","Pulses","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2912","Treenuts","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2913","Oilcrops","2020","2020","1000 t","22","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2918","Vegetables","2020","2020","1000 t","73","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","105","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","41","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2943","Meat","2020","2020","1000 t","79","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2945","Offals","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2946","Animal fats","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2949","Eggs","2020","2020","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","347","E","Estimated value"
"FBS","Food Balances (2010-)","196","Cyprus","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","9.58","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","8127","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","696","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","3671","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","937","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2911","Pulses","2020","2020","1000 t","92","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1347","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","578","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2918","Vegetables","2020","2020","1000 t","204","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","234","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","2292","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2943","Meat","2020","2020","1000 t","481","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2945","Offals","2020","2020","1000 t","22","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2946","Animal fats","2020","2020","1000 t","132","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2949","Eggs","2020","2020","1000 t","107","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","3292","E","Estimated value"
"FBS","Food Balances (2010-)","203","Czechia","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","24.71","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","4663","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1217","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2911","Pulses","2020","2020","1000 t","324","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2912","Treenuts","2020","2020","1000 t","29","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2913","Oilcrops","2020","2020","1000 t","255","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","76","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2918","Vegetables","2020","2020","1000 t","3494","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","1648","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","243","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2943","Meat","2020","2020","1000 t","334","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2945","Offals","2020","2020","1000 t","16","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2946","Animal fats","2020","2020","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2949","Eggs","2020","2020","1000 t","127","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","84","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","280.76","E","Estimated value"
"FBS","Food Balances (2010-)","408","Democratic People's Republic of Korea","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","553","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","3551","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","42761","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","2136","E","Estimated value"
"FBS","Food Balances (2010-)","180","Democratic Republic of the Congo","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","81","E","Estimated value"
